cancer,normal,actual,seed,level
0.34,0.66,cancer,10,family
0.442,0.558,normal,10,family
0.363,0.637,cancer,10,family
0.434,0.566,cancer,10,family
0.432,0.568,cancer,10,family
0.492,0.508,cancer,10,family
0.264,0.736,cancer,10,family
0.547,0.453,cancer,10,family
0.543,0.457,cancer,10,family
0.375,0.625,normal,10,family
0.473,0.527,cancer,10,family
0.625,0.375,normal,10,family
0.542,0.458,normal,10,family
0.517,0.483,cancer,10,family
0.498,0.502,normal,10,family
0.594,0.406,cancer,10,family
0.544,0.456,cancer,10,family
0.421,0.579,cancer,10,family
0.736,0.264,cancer,10,family
0.5,0.5,cancer,10,family
0.684,0.316,cancer,10,family
0.346,0.654,normal,10,family
0.614,0.386,cancer,10,family
0.495,0.505,cancer,10,family
0.289,0.711,normal,10,family
0.521,0.479,cancer,10,family
0.345,0.655,normal,10,family
0.511,0.489,cancer,10,family
0.258,0.742,normal,10,family
0.285,0.715,normal,10,family
0.372,0.628,normal,10,family
0.329,0.671,normal,10,family
0.714,0.286,normal,10,family
0.427,0.573,normal,10,family
0.359,0.641,normal,10,family
0.505,0.495,normal,10,family
0.762,0.238,cancer,10,family
0.503,0.497,normal,10,family
0.689,0.311,cancer,10,family
0.348,0.652,normal,10,family
0.477,0.523,cancer,10,family
0.251,0.749,cancer,10,family
0.349,0.651,normal,10,family
0.509,0.491,normal,10,family
0.435,0.565,normal,10,family
0.463,0.537,normal,10,family
0.355,0.645,cancer,10,family
0.333,0.667,cancer,10,family
0.381,0.619,normal,10,family
0.451,0.549,cancer,10,family
0.539,0.461,normal,10,family
0.632,0.368,cancer,10,family
0.507,0.493,cancer,10,family
0.431,0.569,normal,10,family
0.462,0.538,normal,10,family
0.351,0.649,normal,10,family
0.591,0.409,cancer,10,family
0.305,0.695,normal,10,family
0.399,0.601,normal,10,family
0.285,0.715,normal,10,family
0.413,0.587,cancer,10,family
0.203,0.797,normal,10,family
0.646,0.354,normal,10,family
0.34,0.66,cancer,10,family
0.402,0.598,normal,10,family
0.56,0.44,normal,10,family
0.498,0.502,normal,10,family
0.49,0.51,cancer,10,family
0.317,0.683,normal,100,family
0.52,0.48,normal,100,family
0.391,0.609,normal,100,family
0.189,0.811,normal,100,family
0.777,0.223,cancer,100,family
0.225,0.775,normal,100,family
0.376,0.624,cancer,100,family
0.396,0.604,normal,100,family
0.688,0.312,normal,100,family
0.629,0.371,normal,100,family
0.719,0.281,cancer,100,family
0.458,0.542,normal,100,family
0.486,0.514,normal,100,family
0.295,0.705,normal,100,family
0.515,0.485,normal,100,family
0.499,0.501,normal,100,family
0.497,0.503,normal,100,family
0.344,0.656,normal,100,family
0.222,0.778,cancer,100,family
0.615,0.385,cancer,100,family
0.543,0.457,normal,100,family
0.698,0.302,cancer,100,family
0.576,0.424,cancer,100,family
0.65,0.35,cancer,100,family
0.307,0.693,normal,100,family
0.443,0.557,normal,100,family
0.49,0.51,normal,100,family
0.479,0.521,cancer,100,family
0.653,0.347,cancer,100,family
0.41,0.59,normal,100,family
0.306,0.694,cancer,100,family
0.511,0.489,cancer,100,family
0.517,0.483,cancer,100,family
0.314,0.686,cancer,100,family
0.766,0.234,cancer,100,family
0.515,0.485,cancer,100,family
0.259,0.741,cancer,100,family
0.72,0.28,cancer,100,family
0.408,0.592,cancer,100,family
0.43,0.57,cancer,100,family
0.266,0.734,cancer,100,family
0.787,0.213,cancer,100,family
0.503,0.497,cancer,100,family
0.535,0.465,cancer,100,family
0.512,0.488,cancer,100,family
0.382,0.618,cancer,100,family
0.402,0.598,cancer,100,family
0.517,0.483,normal,100,family
0.521,0.479,cancer,100,family
0.484,0.516,cancer,100,family
0.356,0.644,normal,100,family
0.241,0.759,cancer,100,family
0.298,0.702,cancer,100,family
0.602,0.398,cancer,100,family
0.346,0.654,normal,100,family
0.807,0.193,cancer,100,family
0.704,0.296,cancer,100,family
0.453,0.547,normal,100,family
0.706,0.294,normal,100,family
0.426,0.574,cancer,100,family
0.66,0.34,normal,100,family
0.33,0.67,normal,100,family
0.407,0.593,normal,100,family
0.469,0.531,normal,100,family
0.485,0.515,normal,100,family
0.394,0.606,normal,100,family
0.42,0.58,normal,100,family
0.485,0.515,cancer,100,family
0.55,0.45,normal,100,family
0.307,0.693,cancer,100,family
0.406,0.594,normal,100,family
0.381,0.619,normal,100,family
0.309,0.691,cancer,100,family
0.543,0.457,cancer,100,family
0.41,0.59,cancer,100,family
0.224,0.776,normal,100,family
0.436,0.564,normal,100,family
0.455,0.545,cancer,100,family
0.647,0.353,cancer,100,family
0.318,0.682,normal,100,family
0.586,0.414,normal,100,family
0.464,0.536,normal,100,family
0.407,0.593,normal,100,family
0.538,0.462,normal,100,family
0.456,0.544,normal,100,family
0.571,0.429,cancer,100,family
0.489,0.511,normal,100,family
0.35,0.65,normal,100,family
0.375,0.625,cancer,100,family
0.282,0.718,normal,100,family
0.551,0.449,normal,100,family
0.462,0.538,normal,100,family
0.504,0.496,normal,100,family
0.535,0.465,normal,100,family
0.63,0.37,cancer,100,family
0.392,0.608,normal,100,family
0.45,0.55,normal,100,family
0.357,0.643,normal,11,family
0.546,0.454,cancer,11,family
0.467,0.533,normal,11,family
0.36,0.64,normal,11,family
0.401,0.599,normal,11,family
0.498,0.502,normal,11,family
0.414,0.586,normal,11,family
0.288,0.712,normal,11,family
0.496,0.504,normal,11,family
0.548,0.452,normal,11,family
0.759,0.241,cancer,11,family
0.287,0.713,normal,11,family
0.491,0.509,cancer,11,family
0.322,0.678,normal,11,family
0.479,0.521,normal,11,family
0.442,0.558,normal,11,family
0.456,0.544,cancer,11,family
0.447,0.553,cancer,11,family
0.447,0.553,cancer,11,family
0.708,0.292,cancer,11,family
0.333,0.667,normal,11,family
0.292,0.708,normal,11,family
0.527,0.473,normal,11,family
0.551,0.449,normal,11,family
0.564,0.436,cancer,11,family
0.435,0.565,normal,11,family
0.562,0.438,cancer,11,family
0.366,0.634,normal,11,family
0.578,0.422,cancer,11,family
0.291,0.709,cancer,11,family
0.364,0.636,cancer,11,family
0.522,0.478,cancer,11,family
0.789,0.211,cancer,11,family
0.468,0.532,normal,11,family
0.608,0.392,cancer,11,family
0.323,0.677,cancer,11,family
0.412,0.588,cancer,11,family
0.316,0.684,cancer,11,family
0.495,0.505,cancer,11,family
0.628,0.372,cancer,11,family
0.201,0.799,normal,11,family
0.536,0.464,cancer,11,family
0.534,0.466,cancer,11,family
0.682,0.318,cancer,11,family
0.433,0.567,cancer,11,family
0.493,0.507,cancer,11,family
0.494,0.506,normal,11,family
0.496,0.504,cancer,11,family
0.471,0.529,normal,11,family
0.412,0.588,normal,11,family
0.478,0.522,cancer,11,family
0.576,0.424,cancer,11,family
0.459,0.541,cancer,11,family
0.473,0.527,normal,11,family
0.456,0.544,normal,11,family
0.521,0.479,normal,11,family
0.333,0.667,normal,11,family
0.443,0.557,cancer,11,family
0.769,0.231,cancer,11,family
0.4,0.6,cancer,11,family
0.32,0.68,normal,11,family
0.472,0.528,cancer,11,family
0.367,0.633,normal,11,family
0.403,0.597,cancer,11,family
0.816,0.184,cancer,11,family
0.401,0.599,normal,11,family
0.277,0.723,cancer,11,family
0.441,0.559,normal,11,family
0.407,0.593,normal,11,family
0.572,0.428,cancer,11,family
0.51,0.49,normal,11,family
0.408,0.592,normal,11,family
0.463,0.537,cancer,11,family
0.242,0.758,normal,11,family
0.307,0.693,normal,11,family
0.418,0.582,normal,11,family
0.698,0.302,cancer,11,family
0.345,0.655,cancer,11,family
0.391,0.609,normal,11,family
0.327,0.673,normal,11,family
0.389,0.611,cancer,11,family
0.464,0.536,normal,11,family
0.583,0.417,normal,11,family
0.508,0.492,cancer,11,family
0.644,0.356,normal,11,family
0.419,0.581,normal,11,family
0.573,0.427,cancer,11,family
0.353,0.647,normal,11,family
0.248,0.752,normal,11,family
0.397,0.603,normal,11,family
0.442,0.558,cancer,11,family
0.574,0.426,normal,11,family
0.547,0.453,normal,11,family
0.371,0.629,normal,11,family
0.375,0.625,normal,11,family
0.495,0.505,cancer,11,family
0.668,0.332,normal,11,family
0.408,0.592,normal,12,family
0.51,0.49,normal,12,family
0.554,0.446,normal,12,family
0.282,0.718,normal,12,family
0.39,0.61,normal,12,family
0.493,0.507,cancer,12,family
0.483,0.517,normal,12,family
0.595,0.405,normal,12,family
0.437,0.563,normal,12,family
0.268,0.732,cancer,12,family
0.519,0.481,normal,12,family
0.291,0.709,normal,12,family
0.428,0.572,normal,12,family
0.618,0.382,cancer,12,family
0.508,0.492,cancer,12,family
0.349,0.651,normal,12,family
0.634,0.366,cancer,12,family
0.475,0.525,cancer,12,family
0.389,0.611,normal,12,family
0.348,0.652,cancer,12,family
0.368,0.632,normal,12,family
0.356,0.644,cancer,12,family
0.42,0.58,normal,12,family
0.532,0.468,cancer,12,family
0.583,0.417,cancer,12,family
0.432,0.568,normal,12,family
0.49,0.51,cancer,12,family
0.48,0.52,cancer,12,family
0.632,0.368,cancer,12,family
0.375,0.625,cancer,12,family
0.546,0.454,cancer,12,family
0.394,0.606,cancer,12,family
0.391,0.609,normal,12,family
0.534,0.466,cancer,12,family
0.617,0.383,cancer,12,family
0.483,0.517,cancer,12,family
0.339,0.661,cancer,12,family
0.283,0.717,cancer,12,family
0.358,0.642,cancer,12,family
0.466,0.534,cancer,12,family
0.451,0.549,normal,12,family
0.526,0.474,cancer,12,family
0.596,0.404,cancer,12,family
0.578,0.422,cancer,12,family
0.387,0.613,normal,12,family
0.48,0.52,cancer,12,family
0.499,0.501,cancer,12,family
0.638,0.362,normal,12,family
0.512,0.488,cancer,12,family
0.421,0.579,cancer,12,family
0.381,0.619,normal,12,family
0.333,0.667,cancer,12,family
0.345,0.655,cancer,12,family
0.407,0.593,normal,12,family
0.47,0.53,normal,12,family
0.774,0.226,cancer,12,family
0.303,0.697,normal,12,family
0.524,0.476,cancer,12,family
0.465,0.535,normal,12,family
0.479,0.521,normal,12,family
0.513,0.487,cancer,12,family
0.331,0.669,normal,12,family
0.502,0.498,normal,12,family
0.416,0.584,normal,12,family
0.27,0.73,normal,12,family
0.386,0.614,normal,12,family
0.377,0.623,normal,12,family
0.445,0.555,cancer,12,family
0.526,0.474,cancer,12,family
0.459,0.541,cancer,12,family
0.435,0.565,normal,12,family
0.515,0.485,normal,12,family
0.42,0.58,normal,12,family
0.598,0.402,cancer,12,family
0.497,0.503,normal,12,family
0.475,0.525,normal,12,family
0.382,0.618,cancer,12,family
0.267,0.733,normal,12,family
0.342,0.658,normal,12,family
0.711,0.289,cancer,12,family
0.407,0.593,cancer,12,family
0.409,0.591,normal,12,family
0.357,0.643,normal,12,family
0.495,0.505,normal,12,family
0.485,0.515,normal,12,family
0.538,0.462,normal,12,family
0.491,0.509,normal,12,family
0.527,0.473,cancer,12,family
0.534,0.466,normal,12,family
0.405,0.595,normal,12,family
0.482,0.518,normal,12,family
0.341,0.659,normal,12,family
0.241,0.759,normal,12,family
0.41,0.59,cancer,12,family
0.541,0.459,normal,12,family
0.372,0.628,cancer,12,family
0.455,0.545,normal,12,family
0.522,0.478,normal,13,family
0.422,0.578,normal,13,family
0.393,0.607,normal,13,family
0.205,0.795,normal,13,family
0.367,0.633,normal,13,family
0.764,0.236,cancer,13,family
0.406,0.594,normal,13,family
0.405,0.595,normal,13,family
0.478,0.522,normal,13,family
0.501,0.499,normal,13,family
0.605,0.395,normal,13,family
0.564,0.436,normal,13,family
0.526,0.474,normal,13,family
0.486,0.514,normal,13,family
0.419,0.581,normal,13,family
0.462,0.538,normal,13,family
0.558,0.442,normal,13,family
0.511,0.489,normal,13,family
0.419,0.581,normal,13,family
0.402,0.598,normal,13,family
0.338,0.662,normal,13,family
0.437,0.563,normal,13,family
0.337,0.663,normal,13,family
0.367,0.633,normal,13,family
0.572,0.428,cancer,13,family
0.339,0.661,normal,13,family
0.504,0.496,cancer,13,family
0.55,0.45,cancer,13,family
0.252,0.748,normal,13,family
0.294,0.706,normal,13,family
0.749,0.251,cancer,13,family
0.734,0.266,cancer,13,family
0.582,0.418,cancer,13,family
0.373,0.627,cancer,13,family
0.464,0.536,cancer,13,family
0.378,0.622,normal,13,family
0.441,0.559,cancer,13,family
0.357,0.643,cancer,13,family
0.402,0.598,cancer,13,family
0.716,0.284,cancer,13,family
0.762,0.238,cancer,13,family
0.837,0.163,cancer,13,family
0.208,0.792,normal,13,family
0.52,0.48,cancer,13,family
0.263,0.737,cancer,13,family
0.528,0.472,cancer,13,family
0.608,0.392,cancer,13,family
0.417,0.583,cancer,13,family
0.499,0.501,normal,13,family
0.476,0.524,cancer,13,family
0.375,0.625,cancer,13,family
0.461,0.539,cancer,13,family
0.367,0.633,normal,13,family
0.364,0.636,cancer,13,family
0.593,0.407,cancer,13,family
0.432,0.568,normal,13,family
0.433,0.567,cancer,13,family
0.327,0.673,normal,13,family
0.484,0.516,cancer,13,family
0.388,0.612,cancer,13,family
0.324,0.676,normal,13,family
0.53,0.47,cancer,13,family
0.271,0.729,cancer,13,family
0.469,0.531,normal,13,family
0.366,0.634,normal,13,family
0.354,0.646,normal,13,family
0.487,0.513,cancer,13,family
0.507,0.493,normal,13,family
0.368,0.632,normal,13,family
0.371,0.629,cancer,13,family
0.378,0.622,normal,13,family
0.653,0.347,cancer,13,family
0.39,0.61,cancer,13,family
0.35,0.65,normal,13,family
0.633,0.367,cancer,13,family
0.765,0.235,cancer,13,family
0.345,0.655,normal,13,family
0.465,0.535,cancer,13,family
0.479,0.521,normal,13,family
0.415,0.585,cancer,13,family
0.409,0.591,cancer,13,family
0.465,0.535,cancer,13,family
0.38,0.62,normal,13,family
0.785,0.215,cancer,13,family
0.677,0.323,cancer,13,family
0.4,0.6,cancer,13,family
0.405,0.595,normal,13,family
0.524,0.476,normal,13,family
0.527,0.473,cancer,13,family
0.505,0.495,normal,13,family
0.442,0.558,normal,13,family
0.433,0.567,normal,13,family
0.425,0.575,normal,13,family
0.195,0.805,normal,13,family
0.424,0.576,cancer,13,family
0.395,0.605,normal,13,family
0.554,0.446,normal,13,family
0.476,0.524,normal,14,family
0.262,0.738,normal,14,family
0.394,0.606,normal,14,family
0.397,0.603,cancer,14,family
0.37,0.63,normal,14,family
0.388,0.612,normal,14,family
0.41,0.59,normal,14,family
0.402,0.598,normal,14,family
0.451,0.549,normal,14,family
0.371,0.629,normal,14,family
0.218,0.782,normal,14,family
0.383,0.617,normal,14,family
0.556,0.444,normal,14,family
0.428,0.572,normal,14,family
0.528,0.472,cancer,14,family
0.328,0.672,normal,14,family
0.468,0.532,normal,14,family
0.474,0.526,normal,14,family
0.385,0.615,normal,14,family
0.464,0.536,cancer,14,family
0.708,0.292,cancer,14,family
0.584,0.416,normal,14,family
0.538,0.462,cancer,14,family
0.413,0.587,normal,14,family
0.369,0.631,normal,14,family
0.45,0.55,normal,14,family
0.475,0.525,normal,14,family
0.294,0.706,cancer,14,family
0.632,0.368,cancer,14,family
0.482,0.518,cancer,14,family
0.598,0.402,cancer,14,family
0.512,0.488,cancer,14,family
0.349,0.651,normal,14,family
0.514,0.486,cancer,14,family
0.793,0.207,cancer,14,family
0.409,0.591,cancer,14,family
0.746,0.254,cancer,14,family
0.573,0.427,cancer,14,family
0.349,0.651,cancer,14,family
0.448,0.552,cancer,14,family
0.517,0.483,cancer,14,family
0.697,0.303,cancer,14,family
0.716,0.284,cancer,14,family
0.518,0.482,cancer,14,family
0.456,0.544,normal,14,family
0.537,0.463,cancer,14,family
0.468,0.532,cancer,14,family
0.558,0.442,normal,14,family
0.526,0.474,cancer,14,family
0.424,0.576,normal,14,family
0.449,0.551,normal,14,family
0.717,0.283,cancer,14,family
0.532,0.468,cancer,14,family
0.506,0.494,cancer,14,family
0.392,0.608,normal,14,family
0.353,0.647,normal,14,family
0.754,0.246,cancer,14,family
0.415,0.585,cancer,14,family
0.557,0.443,cancer,14,family
0.463,0.537,cancer,14,family
0.514,0.486,normal,14,family
0.457,0.543,cancer,14,family
0.507,0.493,cancer,14,family
0.214,0.786,normal,14,family
0.434,0.566,cancer,14,family
0.377,0.623,normal,14,family
0.679,0.321,cancer,14,family
0.667,0.333,normal,14,family
0.525,0.475,cancer,14,family
0.43,0.57,normal,14,family
0.405,0.595,normal,14,family
0.524,0.476,normal,14,family
0.362,0.638,cancer,14,family
0.361,0.639,normal,14,family
0.695,0.305,cancer,14,family
0.195,0.805,cancer,14,family
0.422,0.578,normal,14,family
0.73,0.27,cancer,14,family
0.436,0.564,normal,14,family
0.618,0.382,normal,14,family
0.282,0.718,normal,14,family
0.804,0.196,cancer,14,family
0.526,0.474,cancer,14,family
0.296,0.704,normal,14,family
0.411,0.589,normal,14,family
0.559,0.441,normal,14,family
0.566,0.434,normal,14,family
0.392,0.608,normal,14,family
0.201,0.799,normal,14,family
0.455,0.545,cancer,14,family
0.441,0.559,normal,14,family
0.552,0.448,normal,14,family
0.547,0.453,normal,14,family
0.562,0.438,cancer,14,family
0.509,0.491,normal,14,family
0.504,0.496,cancer,14,family
0.488,0.512,normal,14,family
0.362,0.638,normal,15,family
0.61,0.39,normal,15,family
0.198,0.802,normal,15,family
0.735,0.265,cancer,15,family
0.29,0.71,normal,15,family
0.558,0.442,cancer,15,family
0.265,0.735,normal,15,family
0.348,0.652,normal,15,family
0.605,0.395,normal,15,family
0.56,0.44,normal,15,family
0.611,0.389,normal,15,family
0.4,0.6,normal,15,family
0.622,0.378,normal,15,family
0.41,0.59,normal,15,family
0.502,0.498,cancer,15,family
0.238,0.762,normal,15,family
0.413,0.587,normal,15,family
0.291,0.709,cancer,15,family
0.283,0.717,normal,15,family
0.522,0.478,cancer,15,family
0.365,0.635,cancer,15,family
0.329,0.671,normal,15,family
0.755,0.245,cancer,15,family
0.325,0.675,normal,15,family
0.528,0.472,cancer,15,family
0.594,0.406,cancer,15,family
0.416,0.584,cancer,15,family
0.367,0.633,cancer,15,family
0.495,0.505,cancer,15,family
0.48,0.52,cancer,15,family
0.698,0.302,cancer,15,family
0.432,0.568,cancer,15,family
0.485,0.515,cancer,15,family
0.638,0.362,cancer,15,family
0.327,0.673,cancer,15,family
0.357,0.643,normal,15,family
0.501,0.499,cancer,15,family
0.52,0.48,normal,15,family
0.633,0.367,cancer,15,family
0.596,0.404,normal,15,family
0.776,0.224,cancer,15,family
0.51,0.49,normal,15,family
0.48,0.52,normal,15,family
0.618,0.382,cancer,15,family
0.369,0.631,cancer,15,family
0.507,0.493,cancer,15,family
0.435,0.565,cancer,15,family
0.646,0.354,cancer,15,family
0.443,0.557,cancer,15,family
0.4,0.6,normal,15,family
0.434,0.566,normal,15,family
0.331,0.669,cancer,15,family
0.627,0.373,cancer,15,family
0.503,0.497,normal,15,family
0.439,0.561,cancer,15,family
0.329,0.671,normal,15,family
0.425,0.575,cancer,15,family
0.386,0.614,normal,15,family
0.678,0.322,cancer,15,family
0.394,0.606,normal,15,family
0.317,0.683,normal,15,family
0.253,0.747,cancer,15,family
0.394,0.606,normal,15,family
0.499,0.501,normal,15,family
0.35,0.65,cancer,15,family
0.431,0.569,normal,15,family
0.558,0.442,normal,15,family
0.385,0.615,normal,15,family
0.317,0.683,cancer,15,family
0.557,0.443,cancer,15,family
0.353,0.647,normal,15,family
0.331,0.669,normal,15,family
0.617,0.383,normal,15,family
0.373,0.627,cancer,15,family
0.32,0.68,normal,15,family
0.399,0.601,normal,15,family
0.438,0.562,cancer,15,family
0.395,0.605,cancer,15,family
0.433,0.567,normal,15,family
0.528,0.472,cancer,15,family
0.719,0.281,cancer,15,family
0.606,0.394,normal,15,family
0.395,0.605,normal,15,family
0.7,0.3,cancer,15,family
0.598,0.402,cancer,15,family
0.411,0.589,normal,15,family
0.367,0.633,normal,15,family
0.397,0.603,cancer,15,family
0.17,0.83,normal,15,family
0.516,0.484,normal,15,family
0.515,0.485,normal,15,family
0.585,0.415,normal,15,family
0.475,0.525,normal,15,family
0.572,0.428,cancer,15,family
0.593,0.407,normal,15,family
0.399,0.601,normal,15,family
0.518,0.482,normal,15,family
0.434,0.566,normal,16,family
0.548,0.452,normal,16,family
0.465,0.535,cancer,16,family
0.361,0.639,normal,16,family
0.44,0.56,normal,16,family
0.388,0.612,normal,16,family
0.487,0.513,normal,16,family
0.394,0.606,normal,16,family
0.42,0.58,normal,16,family
0.438,0.562,normal,16,family
0.513,0.487,normal,16,family
0.294,0.706,cancer,16,family
0.655,0.345,cancer,16,family
0.241,0.759,normal,16,family
0.383,0.617,normal,16,family
0.387,0.613,normal,16,family
0.481,0.519,normal,16,family
0.478,0.522,cancer,16,family
0.619,0.381,cancer,16,family
0.379,0.621,normal,16,family
0.456,0.544,cancer,16,family
0.317,0.683,normal,16,family
0.401,0.599,normal,16,family
0.383,0.617,cancer,16,family
0.77,0.23,cancer,16,family
0.471,0.529,normal,16,family
0.348,0.652,cancer,16,family
0.345,0.655,cancer,16,family
0.397,0.603,normal,16,family
0.656,0.344,cancer,16,family
0.69,0.31,cancer,16,family
0.518,0.482,cancer,16,family
0.378,0.622,cancer,16,family
0.529,0.471,cancer,16,family
0.538,0.462,cancer,16,family
0.342,0.658,cancer,16,family
0.581,0.419,cancer,16,family
0.825,0.175,cancer,16,family
0.483,0.517,cancer,16,family
0.462,0.538,cancer,16,family
0.644,0.356,cancer,16,family
0.444,0.556,normal,16,family
0.562,0.438,cancer,16,family
0.535,0.465,cancer,16,family
0.559,0.441,cancer,16,family
0.545,0.455,normal,16,family
0.78,0.22,cancer,16,family
0.537,0.463,normal,16,family
0.489,0.511,cancer,16,family
0.433,0.567,normal,16,family
0.638,0.362,normal,16,family
0.484,0.516,cancer,16,family
0.414,0.586,normal,16,family
0.358,0.642,cancer,16,family
0.368,0.632,normal,16,family
0.456,0.544,normal,16,family
0.301,0.699,normal,16,family
0.426,0.574,cancer,16,family
0.37,0.63,cancer,16,family
0.455,0.545,cancer,16,family
0.18,0.82,normal,16,family
0.428,0.572,normal,16,family
0.46,0.54,normal,16,family
0.613,0.387,normal,16,family
0.499,0.501,normal,16,family
0.396,0.604,normal,16,family
0.413,0.587,normal,16,family
0.299,0.701,normal,16,family
0.362,0.638,normal,16,family
0.516,0.484,normal,16,family
0.407,0.593,cancer,16,family
0.335,0.665,normal,16,family
0.445,0.555,cancer,16,family
0.698,0.302,cancer,16,family
0.463,0.537,normal,16,family
0.664,0.336,cancer,16,family
0.305,0.695,normal,16,family
0.45,0.55,cancer,16,family
0.556,0.444,normal,16,family
0.549,0.451,cancer,16,family
0.382,0.618,normal,16,family
0.331,0.669,normal,16,family
0.282,0.718,cancer,16,family
0.367,0.633,normal,16,family
0.385,0.615,normal,16,family
0.405,0.595,cancer,16,family
0.404,0.596,normal,16,family
0.636,0.364,normal,16,family
0.617,0.383,cancer,16,family
0.561,0.439,normal,16,family
0.602,0.398,cancer,16,family
0.368,0.632,normal,16,family
0.442,0.558,cancer,16,family
0.314,0.686,cancer,16,family
0.537,0.463,normal,16,family
0.518,0.482,normal,16,family
0.461,0.539,cancer,16,family
0.384,0.616,normal,17,family
0.569,0.431,normal,17,family
0.214,0.786,normal,17,family
0.478,0.522,normal,17,family
0.628,0.372,cancer,17,family
0.475,0.525,normal,17,family
0.471,0.529,normal,17,family
0.433,0.567,normal,17,family
0.64,0.36,normal,17,family
0.418,0.582,normal,17,family
0.384,0.616,normal,17,family
0.414,0.586,normal,17,family
0.528,0.472,normal,17,family
0.341,0.659,normal,17,family
0.644,0.356,cancer,17,family
0.399,0.601,normal,17,family
0.211,0.789,normal,17,family
0.284,0.716,cancer,17,family
0.587,0.413,cancer,17,family
0.254,0.746,normal,17,family
0.495,0.505,cancer,17,family
0.614,0.386,cancer,17,family
0.49,0.51,normal,17,family
0.38,0.62,normal,17,family
0.292,0.708,normal,17,family
0.345,0.655,cancer,17,family
0.455,0.545,cancer,17,family
0.337,0.663,normal,17,family
0.521,0.479,cancer,17,family
0.69,0.31,cancer,17,family
